AttributeName;AttributeType
NoID;ID
A0;string
A1;double
A2;string
A3;double
A4;string
A5;double
A6;string
A7;double
A8;string
A9;double
A10;string
A11;double
A12;string
A13;double
A14;string
A15;double
A16;string
A17;double
A18;string
A19;double
A20;string
A21;double
A22;string
A23;double
A24;string
A25;double
A26;string
A27;double
A28;string
A29;double
A30;string
A31;double
A32;string
A33;double
A34;string
A35;double
A36;string
A37;double
A38;string
A39;double
A40;string
A41;double
A42;string
A43;double
A44;string
A45;double
A46;string
A47;double
A48;string
A49;double

NoID;A0;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49
762;false;11;medium;23;medium;23445;hot;45.5;false;0.55;medium;0.55;hot;20.7;blue;11;danger;10;blue;45.5;danger;11;false;20.7;red;20.7;red;7;danger;1234;hot;9;safe;0.55;hot;11;hot;9;false;23;false;7;none;20.7;safe;1234;false;45.5;danger;1234
763;none;7;cold;9;blue;23445;safe;23445;blue;0.55;medium;23;hot;11;medium;0.55;none;0.55;safe;1234;false;45.5;safe;9;blue;0.55;false;0.55;none;1234;blue;9;none;11;safe;11;blue;20.7;cold;11;safe;23445;danger;7;red;23445;red;23;true;9
764;danger;11;cold;11;hot;20.7;hot;0.55;danger;23;safe;10;red;10;safe;1234;danger;7;hot;45.5;danger;0.55;none;0.55;true;23;red;45.5;safe;23445;hot;0.55;none;23;cold;7;blue;23;medium;0.55;none;9;hot;0.55;red;10;red;9;false;9
765;safe;45.5;medium;20.7;false;20.7;cold;23;none;20.7;medium;11;blue;23;safe;1234;hot;11;medium;45.5;blue;20.7;hot;11;safe;7;red;23;hot;23;hot;7;danger;1234;blue;9;true;23445;red;10;false;45.5;blue;9;false;23;hot;10;cold;20.7
766;red;11;blue;11;hot;11;red;11;hot;9;hot;23;danger;23445;cold;11;danger;10;hot;0.55;danger;1234;blue;11;false;11;safe;23;hot;23445;none;11;cold;45.5;cold;0.55;true;23445;none;7;none;10;false;23;danger;20.7;safe;20.7;none;0.55
767;hot;11;true;23;false;23;red;0.55;cold;0.55;none;11;false;1234;cold;23;blue;0.55;medium;0.55;false;10;none;10;hot;45.5;blue;10;cold;7;none;20.7;medium;9;safe;0.55;none;11;false;10;none;9;red;23445;cold;10;red;23;red;11
768;true;10;hot;23;hot;11;danger;20.7;medium;7;medium;9;false;23445;blue;0.55;safe;10;cold;0.55;safe;9;medium;1234;medium;1234;true;11;none;23;blue;23445;hot;10;false;1234;false;23;cold;1234;red;10;false;23;hot;1234;danger;9;hot;23445
769;danger;1234;medium;45.5;blue;11;hot;0.55;blue;10;none;11;true;10;medium;1234;cold;0.55;blue;45.5;cold;0.55;hot;0.55;false;23445;blue;10;true;10;medium;23445;cold;45.5;blue;7;true;23;red;9;true;7;danger;23;false;1234;none;0.55;cold;20.7
770;false;45.5;none;7;safe;10;none;10;true;0.55;cold;7;false;0.55;hot;10;danger;23;red;23;none;45.5;medium;7;true;11;blue;23445;red;9;danger;23;danger;45.5;cold;7;safe;9;hot;10;true;20.7;medium;45.5;blue;23445;true;23445;medium;11
771;hot;0.55;none;23445;false;45.5;true;23;true;7;hot;9;none;20.7;red;11;hot;11;blue;20.7;red;9;hot;11;hot;20.7;safe;0.55;blue;7;danger;11;medium;7;false;0.55;true;1234;medium;7;hot;7;danger;45.5;none;1234;hot;10;none;9
772;medium;45.5;medium;7;red;45.5;false;23445;danger;11;safe;20.7;false;9;none;23445;red;45.5;hot;10;none;9;none;10;cold;23;cold;9;safe;11;cold;20.7;safe;23445;danger;45.5;false;23445;hot;10;cold;23445;hot;23445;safe;11;danger;23;false;11
773;blue;9;red;7;false;1234;safe;1234;cold;9;true;0.55;red;10;false;11;hot;23;danger;10;danger;9;true;20.7;blue;0.55;false;11;false;7;red;11;hot;23445;true;23445;red;45.5;medium;9;true;1234;medium;1234;blue;45.5;danger;1234;false;10
774;true;20.7;true;11;red;11;blue;20.7;true;10;true;0.55;blue;11;safe;45.5;red;7;red;20.7;danger;23;false;10;safe;45.5;none;7;danger;7;medium;10;safe;9;none;20.7;danger;9;safe;23;blue;7;true;7;cold;0.55;danger;0.55;false;10
775;hot;0.55;false;11;safe;10;false;20.7;hot;7;true;11;danger;11;medium;0.55;blue;23;blue;1234;true;1234;danger;23445;blue;11;blue;9;hot;0.55;true;23;blue;10;cold;9;false;11;medium;20.7;blue;23;blue;0.55;blue;7;red;0.55;medium;0.55
776;safe;45.5;cold;23445;safe;0.55;medium;45.5;danger;11;false;1234;red;20.7;medium;23;none;20.7;true;23;hot;45.5;none;10;none;23445;danger;11;none;0.55;false;23445;red;20.7;none;11;danger;1234;hot;11;false;20.7;safe;45.5;danger;23;red;11;safe;1234
777;false;11;cold;45.5;cold;23445;danger;1234;none;9;true;1234;medium;1234;danger;9;none;7;danger;20.7;none;11;cold;0.55;medium;0.55;none;45.5;false;1234;none;7;blue;9;cold;23;false;11;safe;1234;hot;20.7;safe;9;hot;23445;hot;20.7;medium;23
778;none;9;safe;0.55;blue;23;true;23;medium;1234;safe;0.55;cold;20.7;hot;45.5;none;11;hot;23;hot;23445;true;11;hot;23;hot;9;red;10;none;20.7;true;23;safe;1234;danger;23445;hot;45.5;red;20.7;false;11;cold;23445;none;23445;false;45.5
779;safe;23445;cold;10;true;1234;safe;45.5;red;23445;safe;1234;danger;45.5;none;23445;red;20.7;false;45.5;medium;9;danger;1234;blue;45.5;hot;9;cold;45.5;false;45.5;false;45.5;medium;10;none;9;cold;11;medium;1234;danger;23445;hot;23;hot;23;safe;0.55
780;none;0.55;none;23;false;11;danger;45.5;red;1234;safe;7;hot;20.7;true;23;true;1234;hot;45.5;true;0.55;hot;45.5;danger;20.7;safe;7;danger;7;danger;20.7;red;11;medium;11;medium;0.55;hot;1234;danger;9;hot;45.5;blue;45.5;none;45.5;red;45.5
781;true;23445;false;23445;none;23;true;11;blue;1234;hot;10;cold;10;false;45.5;true;23;none;9;safe;10;true;11;medium;20.7;false;10;cold;7;cold;11;blue;10;blue;9;medium;23445;medium;1234;red;0.55;false;23445;hot;10;true;45.5;danger;45.5
782;cold;23;medium;20.7;false;20.7;red;23445;cold;10;safe;45.5;blue;45.5;medium;9;true;9;none;9;blue;1234;safe;7;medium;0.55;false;1234;false;11;safe;1234;blue;23445;medium;20.7;false;45.5;medium;0.55;false;45.5;danger;1234;hot;23445;false;0.55;safe;11
783;false;23445;medium;20.7;cold;20.7;safe;20.7;cold;10;red;23;danger;0.55;hot;23445;danger;23;true;23;safe;23445;safe;45.5;cold;7;none;10;hot;23;none;23445;hot;20.7;true;23445;medium;9;hot;20.7;medium;9;false;10;hot;23;red;23445;cold;7
784;hot;11;false;9;none;23;safe;23;safe;0.55;blue;45.5;medium;23;red;20.7;true;45.5;safe;11;danger;7;none;7;none;20.7;hot;23445;cold;23445;false;0.55;false;7;red;10;medium;23;red;45.5;blue;23;medium;23445;hot;11;safe;0.55;hot;23445
785;hot;10;none;45.5;safe;20.7;medium;7;blue;23445;cold;1234;none;10;hot;7;true;23445;blue;0.55;blue;20.7;hot;20.7;medium;1234;danger;7;medium;0.55;red;23;hot;0.55;cold;0.55;red;23445;red;9;cold;0.55;hot;23;danger;1234;cold;7;none;23445
786;cold;11;true;23445;danger;20.7;danger;9;hot;23445;safe;11;safe;1234;none;45.5;danger;1234;medium;0.55;medium;9;hot;1234;hot;7;red;23;cold;45.5;cold;0.55;none;23445;true;20.7;medium;10;red;7;none;10;medium;9;danger;0.55;red;20.7;blue;45.5
787;medium;20.7;true;23445;blue;23;medium;23445;false;10;none;7;red;11;hot;10;false;0.55;cold;10;false;45.5;none;11;hot;23445;medium;0.55;safe;23445;false;9;danger;11;safe;23;hot;7;hot;0.55;safe;23;safe;9;red;11;false;0.55;true;1234
788;true;23445;false;10;cold;10;red;7;none;10;medium;9;false;23;blue;7;safe;9;blue;7;blue;11;blue;9;cold;23;blue;1234;safe;23445;blue;9;blue;20.7;hot;20.7;false;0.55;danger;7;safe;7;true;45.5;red;1234;red;9;blue;1234
789;cold;7;hot;20.7;danger;23445;blue;9;medium;23;blue;11;true;45.5;medium;10;cold;9;safe;0.55;danger;1234;medium;20.7;false;7;false;11;cold;7;true;7;cold;9;blue;23445;hot;11;false;11;blue;23;red;20.7;none;45.5;danger;20.7;red;0.55
790;red;10;danger;23445;medium;20.7;danger;0.55;safe;23;cold;0.55;danger;20.7;safe;23445;hot;11;hot;7;medium;9;medium;45.5;true;45.5;safe;45.5;false;23;false;23445;danger;1234;red;23;none;7;blue;10;false;0.55;hot;7;danger;11;red;7;red;9
791;danger;20.7;true;0.55;medium;45.5;cold;7;red;1234;cold;45.5;red;23445;danger;10;red;23445;medium;20.7;cold;9;false;45.5;false;20.7;red;9;danger;23445;red;1234;cold;0.55;red;7;medium;45.5;hot;9;medium;11;cold;0.55;medium;1234;hot;9;false;23445
792;safe;23445;medium;10;cold;1234;safe;20.7;true;0.55;false;23;cold;45.5;medium;23445;red;45.5;none;20.7;safe;45.5;safe;45.5;safe;23445;true;20.7;red;23445;false;10;medium;7;danger;23445;red;10;true;0.55;false;45.5;hot;45.5;hot;23;cold;9;hot;1234
793;red;45.5;safe;9;red;20.7;hot;10;blue;11;safe;1234;false;23;red;1234;true;23445;none;0.55;cold;45.5;hot;11;hot;20.7;true;0.55;hot;11;hot;7;red;23445;medium;10;red;45.5;hot;45.5;true;0.55;hot;9;medium;7;blue;23445;false;7
794;red;7;blue;11;safe;11;cold;23445;safe;9;danger;1234;safe;23445;blue;1234;cold;1234;blue;10;hot;1234;cold;11;danger;9;safe;45.5;danger;11;red;23;hot;23;red;23445;true;11;blue;45.5;cold;23;safe;23;none;20.7;blue;11;cold;20.7
795;cold;1234;danger;11;hot;11;safe;45.5;red;1234;medium;11;true;9;hot;23445;red;1234;true;9;safe;20.7;medium;10;blue;0.55;hot;7;red;23445;true;23445;cold;23;safe;1234;false;0.55;danger;10;none;0.55;blue;0.55;red;0.55;false;45.5;red;7
796;safe;23;cold;23;none;7;hot;20.7;none;1234;cold;0.55;false;11;medium;9;safe;10;none;11;medium;10;none;10;cold;45.5;blue;23445;safe;23445;safe;23;danger;0.55;safe;10;true;7;danger;20.7;medium;0.55;medium;1234;none;7;safe;7;red;7
797;medium;20.7;cold;1234;false;23;safe;23;blue;9;hot;23;red;10;false;9;danger;1234;hot;45.5;red;11;danger;23;none;23445;red;45.5;cold;45.5;cold;23;false;45.5;danger;7;cold;11;danger;45.5;hot;10;cold;0.55;blue;0.55;cold;7;false;7
798;cold;7;danger;23;medium;23445;safe;0.55;blue;23;none;11;cold;23445;danger;9;red;0.55;danger;1234;medium;23;false;20.7;cold;7;danger;11;medium;23;cold;45.5;danger;11;danger;7;blue;10;safe;11;true;9;danger;23445;red;7;blue;10;medium;11
799;medium;1234;cold;7;blue;20.7;blue;7;true;7;none;23;none;0.55;false;23;hot;23445;danger;10;cold;45.5;medium;10;false;7;none;23;medium;9;cold;1234;safe;0.55;none;1234;hot;0.55;none;45.5;true;7;hot;1234;none;10;red;7;medium;1234
800;safe;10;hot;20.7;danger;9;none;1234;hot;10;none;0.55;medium;10;cold;7;blue;11;true;45.5;true;10;hot;11;true;1234;true;11;blue;23445;false;45.5;none;11;cold;9;medium;20.7;medium;11;safe;23445;blue;0.55;danger;45.5;hot;9;red;7
801;hot;0.55;safe;23445;false;10;false;23;red;23445;none;23445;safe;7;none;23445;safe;20.7;true;10;red;1234;hot;23;none;23;cold;11;safe;10;true;20.7;red;20.7;hot;23;true;23;medium;10;safe;23;true;1234;danger;1234;false;1234;cold;1234
802;true;45.5;safe;10;danger;10;cold;23;blue;0.55;medium;23445;true;1234;medium;45.5;none;1234;cold;23;red;0.55;cold;7;true;10;safe;7;hot;0.55;none;10;hot;1234;none;1234;false;11;medium;23;true;10;hot;11;hot;1234;blue;1234;medium;23445
803;danger;23445;danger;7;hot;1234;false;11;cold;23445;danger;7;danger;23;medium;1234;danger;10;false;1234;none;45.5;false;7;medium;9;true;9;danger;23;red;7;medium;20.7;cold;23445;red;0.55;false;23;true;1234;cold;10;danger;1234;blue;1234;none;45.5
804;danger;23;danger;10;red;7;red;20.7;blue;9;false;23;cold;0.55;safe;10;blue;0.55;danger;11;medium;7;red;10;safe;10;safe;45.5;none;9;none;9;blue;11;medium;10;medium;0.55;blue;1234;safe;11;blue;20.7;true;20.7;blue;23;false;10
805;true;23445;medium;10;blue;23;red;23445;true;23;cold;11;cold;0.55;medium;7;danger;23445;hot;20.7;medium;23;true;20.7;true;0.55;cold;23;danger;0.55;danger;45.5;red;23445;false;1234;false;0.55;false;0.55;true;10;hot;45.5;hot;7;hot;0.55;hot;23445
806;danger;7;danger;7;none;23445;false;1234;red;9;true;10;medium;20.7;cold;45.5;none;20.7;red;1234;true;23445;danger;45.5;hot;20.7;danger;9;cold;10;cold;23;safe;45.5;false;1234;safe;45.5;true;45.5;blue;9;safe;1234;red;20.7;none;45.5;cold;1234
807;false;9;medium;45.5;none;11;false;11;danger;11;blue;0.55;red;9;none;20.7;none;0.55;blue;10;red;23;hot;23;true;1234;safe;1234;medium;10;false;23445;hot;7;medium;9;cold;1234;safe;45.5;red;0.55;safe;7;red;0.55;red;20.7;cold;45.5
808;true;0.55;medium;11;blue;7;danger;45.5;true;23;cold;11;false;10;red;23;true;0.55;danger;10;danger;45.5;blue;45.5;danger;23;red;9;safe;0.55;safe;10;safe;10;danger;9;red;7;false;11;hot;9;none;20.7;false;1234;true;20.7;danger;23445
809;none;9;cold;20.7;medium;11;cold;10;true;7;false;7;none;23;red;10;medium;10;false;23;hot;1234;false;9;danger;10;safe;0.55;none;23;false;0.55;hot;0.55;medium;11;hot;11;blue;9;cold;1234;safe;23445;danger;0.55;true;9;true;1234
810;false;1234;blue;10;cold;11;medium;23;false;11;false;23;hot;23445;hot;1234;safe;23;safe;45.5;danger;7;safe;10;none;9;false;1234;blue;20.7;red;23445;none;45.5;true;11;hot;23;false;23445;red;10;blue;9;safe;0.55;danger;9;false;7
811;red;10;true;9;safe;7;blue;9;blue;23445;danger;11;false;0.55;safe;20.7;false;20.7;red;11;blue;23;cold;7;safe;0.55;safe;23445;false;20.7;hot;7;none;45.5;hot;1234;safe;1234;true;45.5;red;23445;hot;11;safe;1234;safe;9;danger;45.5
812;blue;9;true;11;medium;45.5;safe;45.5;blue;9;blue;11;danger;23;blue;11;red;23;medium;10;blue;45.5;cold;45.5;none;23445;false;45.5;cold;45.5;hot;9;blue;23;blue;9;hot;20.7;cold;23;medium;9;safe;45.5;safe;0.55;none;0.55;cold;0.55
813;danger;23445;none;20.7;danger;45.5;blue;45.5;medium;11;safe;7;safe;45.5;blue;23445;safe;20.7;none;45.5;true;23;safe;11;none;11;danger;11;none;23;danger;20.7;false;23445;red;10;none;23;false;1234;false;20.7;true;23;danger;20.7;danger;45.5;false;9
814;cold;23;blue;9;none;20.7;true;0.55;none;45.5;false;0.55;hot;45.5;medium;0.55;hot;23;none;23;blue;23445;safe;10;danger;23445;red;0.55;blue;20.7;true;20.7;true;7;medium;1234;hot;0.55;cold;11;medium;0.55;hot;0.55;cold;11;blue;9;true;10
815;cold;0.55;hot;10;red;9;medium;1234;true;10;safe;0.55;cold;20.7;danger;20.7;true;45.5;true;1234;medium;1234;blue;23;cold;7;false;20.7;hot;45.5;false;0.55;hot;0.55;blue;23;red;9;red;10;medium;11;danger;11;blue;9;false;20.7;false;11
816;none;11;medium;9;safe;23;red;9;none;11;red;0.55;safe;11;cold;9;blue;1234;true;45.5;none;23445;hot;9;safe;9;hot;23445;hot;45.5;false;23;true;1234;medium;45.5;cold;23;danger;23445;safe;23;none;7;true;9;safe;23445;false;0.55
817;hot;11;true;0.55;danger;10;safe;45.5;hot;10;hot;45.5;red;7;cold;11;hot;20.7;blue;7;cold;0.55;blue;20.7;danger;45.5;none;11;medium;7;safe;23445;false;23;blue;0.55;danger;23;blue;0.55;none;9;safe;1234;hot;9;none;7;safe;10
818;true;1234;false;7;safe;1234;cold;9;medium;23445;red;23;true;0.55;hot;10;none;23445;false;9;true;0.55;hot;11;true;11;safe;23;safe;10;cold;23445;danger;20.7;false;23;medium;7;true;45.5;red;1234;false;23445;hot;45.5;hot;9;blue;9
819;false;11;safe;1234;safe;10;cold;23;safe;11;medium;23445;none;45.5;red;23445;medium;23;cold;9;blue;45.5;true;0.55;red;0.55;cold;45.5;red;9;danger;20.7;red;11;false;10;safe;0.55;true;10;medium;1234;safe;45.5;cold;23;none;45.5;false;10
820;none;11;blue;23;red;23445;hot;11;false;1234;safe;10;cold;9;cold;9;medium;9;blue;7;false;11;none;10;danger;20.7;true;1234;red;20.7;none;1234;none;23;red;23;hot;10;red;11;hot;11;false;0.55;blue;20.7;red;1234;safe;23445
821;cold;23;none;0.55;red;9;blue;7;cold;45.5;false;23445;true;11;false;10;blue;20.7;red;20.7;false;0.55;red;10;cold;7;cold;7;hot;11;danger;20.7;hot;45.5;blue;23;cold;23;medium;7;false;7;cold;45.5;none;7;danger;7;cold;10
822;safe;45.5;cold;20.7;true;23445;medium;20.7;medium;0.55;safe;45.5;blue;11;true;23445;safe;7;hot;9;danger;23445;safe;0.55;cold;7;none;10;true;9;cold;23;danger;7;danger;7;true;0.55;medium;7;red;11;true;10;blue;23445;hot;0.55;none;10
823;red;10;red;23445;red;23445;red;7;red;45.5;red;23445;blue;7;cold;45.5;danger;10;true;45.5;none;1234;hot;1234;none;45.5;hot;45.5;red;20.7;danger;1234;red;9;safe;23;medium;45.5;hot;45.5;blue;10;false;20.7;danger;23;red;0.55;true;0.55
824;hot;23;true;11;medium;11;safe;7;medium;45.5;danger;20.7;red;10;none;1234;danger;10;danger;23445;blue;45.5;false;0.55;blue;45.5;danger;0.55;true;45.5;none;1234;blue;23445;true;20.7;red;11;danger;11;true;1234;safe;20.7;none;0.55;medium;11;medium;23445
825;blue;9;hot;11;safe;9;medium;0.55;cold;9;hot;45.5;true;23445;red;23;red;23;danger;10;none;45.5;danger;7;red;7;safe;1234;blue;23;danger;23;medium;7;cold;9;safe;7;red;23445;safe;45.5;true;7;danger;7;blue;1234;safe;10
826;blue;7;none;23;none;10;none;9;medium;11;blue;9;medium;23;red;23;red;0.55;true;45.5;none;20.7;blue;0.55;safe;9;red;9;safe;23445;safe;7;red;7;false;23;danger;11;hot;1234;medium;10;safe;0.55;false;0.55;true;9;none;11
827;danger;23;red;1234;cold;1234;false;7;true;0.55;safe;1234;none;0.55;none;1234;medium;11;red;11;medium;23;true;9;hot;0.55;true;11;medium;7;true;23445;blue;23445;none;11;none;11;false;23;red;7;hot;9;true;23;true;45.5;none;11
828;cold;10;none;7;danger;45.5;danger;20.7;none;11;true;20.7;none;1234;none;1234;none;20.7;hot;23445;cold;7;safe;0.55;hot;1234;cold;23445;hot;9;none;9;blue;11;cold;20.7;hot;9;true;9;red;10;medium;20.7;none;1234;medium;45.5;false;10
829;safe;23;none;9;blue;9;cold;23445;red;11;danger;23445;medium;10;danger;7;blue;20.7;danger;0.55;cold;7;false;10;false;45.5;hot;20.7;medium;23445;red;0.55;medium;9;red;23;false;45.5;cold;1234;cold;10;hot;45.5;red;23445;none;23445;safe;9
830;danger;0.55;red;10;hot;23445;medium;9;safe;20.7;true;9;false;0.55;cold;45.5;cold;11;red;23445;medium;20.7;medium;7;cold;23;none;9;medium;11;true;20.7;true;0.55;cold;23;red;10;blue;10;true;23;none;10;safe;0.55;blue;11;false;23445
831;false;10;medium;45.5;safe;9;cold;9;red;23;none;7;hot;9;true;10;false;23;medium;45.5;danger;7;cold;1234;none;1234;danger;7;false;10;none;23;hot;0.55;blue;23;medium;1234;cold;7;danger;20.7;none;23;true;23445;true;45.5;false;10
832;blue;11;cold;0.55;medium;1234;false;45.5;true;9;false;45.5;blue;23445;medium;7;medium;23;medium;1234;false;0.55;red;11;blue;1234;red;1234;false;9;blue;23445;safe;23;hot;45.5;false;9;danger;11;false;9;medium;9;danger;7;danger;10;cold;11
833;danger;45.5;none;11;none;1234;red;11;blue;7;false;23;cold;20.7;red;1234;medium;23445;medium;45.5;cold;7;false;9;safe;7;blue;45.5;blue;23;true;0.55;red;11;medium;20.7;medium;20.7;hot;11;danger;11;cold;10;hot;23;blue;0.55;true;11
834;none;20.7;red;20.7;danger;20.7;false;7;red;23445;safe;7;cold;45.5;medium;11;medium;1234;none;7;none;10;hot;1234;true;11;cold;20.7;true;1234;hot;9;medium;7;cold;45.5;true;20.7;hot;11;none;45.5;safe;9;blue;20.7;blue;0.55;true;0.55
835;blue;7;none;23;red;7;blue;7;none;20.7;safe;23;cold;10;danger;45.5;hot;45.5;red;0.55;true;10;true;1234;none;20.7;medium;45.5;blue;23445;hot;20.7;cold;1234;red;45.5;medium;23;cold;1234;true;0.55;red;20.7;true;20.7;false;9;cold;7
836;false;0.55;false;7;safe;11;blue;9;true;1234;danger;20.7;red;23445;safe;0.55;false;11;none;0.55;hot;9;none;9;true;1234;blue;1234;none;9;red;20.7;hot;23;red;20.7;safe;23;true;20.7;hot;7;false;45.5;safe;0.55;red;45.5;hot;11
837;red;23445;danger;9;medium;0.55;safe;23;blue;9;blue;9;medium;45.5;false;45.5;none;7;blue;23;danger;7;cold;9;cold;23;danger;9;medium;23;hot;10;none;23;red;23;red;45.5;hot;10;false;45.5;blue;45.5;none;20.7;true;10;none;10
838;red;9;danger;9;cold;45.5;red;11;none;11;red;10;cold;7;blue;11;danger;20.7;true;0.55;false;23445;true;9;cold;0.55;none;7;true;0.55;true;23;blue;9;cold;7;danger;10;safe;7;safe;10;blue;1234;red;11;none;20.7;safe;23445
839;red;0.55;medium;9;none;7;false;11;cold;10;true;10;danger;20.7;safe;23445;false;23445;blue;0.55;medium;20.7;medium;1234;red;7;blue;10;hot;1234;true;0.55;none;11;safe;0.55;red;0.55;cold;9;hot;10;cold;10;cold;9;hot;0.55;red;23
840;false;11;red;20.7;cold;0.55;blue;0.55;blue;0.55;blue;11;safe;1234;red;7;danger;20.7;none;10;red;0.55;false;45.5;hot;45.5;hot;10;red;11;hot;23;red;23445;medium;1234;danger;1234;medium;7;cold;23;safe;23445;medium;20.7;hot;23;false;0.55
841;blue;11;none;11;false;10;safe;7;blue;9;danger;23445;cold;7;medium;7;hot;0.55;hot;0.55;blue;11;red;23445;true;1234;none;7;true;20.7;cold;23445;red;20.7;medium;23;medium;23;false;20.7;cold;45.5;red;23445;safe;1234;safe;7;red;0.55
842;safe;23;red;1234;medium;20.7;cold;45.5;red;20.7;hot;23445;cold;11;none;23;true;45.5;none;20.7;red;23;red;7;false;7;blue;23445;true;0.55;true;23;red;23445;danger;1234;false;11;red;45.5;blue;20.7;red;23;false;0.55;safe;20.7;safe;7
843;red;7;safe;1234;none;45.5;medium;11;cold;20.7;hot;7;cold;1234;true;7;safe;20.7;true;23445;cold;9;none;9;blue;0.55;blue;23;hot;11;red;1234;red;7;blue;7;none;7;false;20.7;cold;45.5;true;10;safe;1234;false;9;blue;9
844;false;10;false;20.7;false;10;blue;7;medium;45.5;cold;20.7;safe;7;blue;1234;medium;0.55;blue;9;none;23445;safe;0.55;medium;11;red;20.7;medium;10;true;45.5;medium;10;danger;9;true;0.55;cold;0.55;safe;11;hot;7;false;0.55;none;20.7;red;7
845;safe;23;blue;23445;false;20.7;blue;45.5;blue;23;none;45.5;safe;1234;false;11;danger;1234;blue;7;true;23;red;23;hot;45.5;false;23445;cold;23445;danger;1234;cold;23445;medium;9;red;9;safe;20.7;red;9;none;9;true;9;cold;45.5;hot;10
846;cold;9;none;11;red;45.5;hot;23445;danger;20.7;false;0.55;none;23445;red;45.5;true;0.55;none;1234;medium;1234;true;10;true;23445;hot;10;cold;45.5;true;10;false;20.7;cold;23445;false;1234;false;0.55;hot;7;true;45.5;safe;0.55;hot;1234;false;0.55
847;none;10;cold;0.55;danger;0.55;medium;20.7;blue;45.5;none;11;safe;20.7;red;0.55;blue;11;medium;9;danger;7;cold;20.7;medium;1234;blue;23445;cold;9;false;11;hot;23445;red;11;medium;10;red;23;false;7;danger;23445;blue;11;red;23;none;1234
848;none;1234;true;23;cold;23445;medium;45.5;false;1234;hot;45.5;cold;1234;medium;20.7;hot;11;cold;9;cold;23445;medium;7;blue;0.55;blue;7;safe;10;safe;11;medium;1234;true;1234;hot;0.55;cold;10;hot;1234;true;1234;red;0.55;true;11;hot;45.5
849;cold;23;hot;0.55;hot;11;none;7;medium;20.7;danger;11;blue;10;cold;23445;blue;1234;none;0.55;medium;23445;false;23445;false;1234;false;11;hot;7;none;11;danger;11;danger;0.55;none;23445;red;0.55;cold;11;danger;11;false;1234;blue;23;false;11
850;none;23445;true;0.55;hot;23445;cold;20.7;cold;7;medium;0.55;false;9;true;23;blue;20.7;medium;0.55;hot;11;danger;23445;cold;9;blue;45.5;safe;45.5;none;20.7;danger;23445;danger;20.7;safe;10;false;23445;red;45.5;cold;10;blue;10;none;45.5;danger;45.5
851;true;45.5;hot;9;false;45.5;safe;0.55;hot;7;true;11;danger;23445;cold;23445;cold;0.55;safe;23445;hot;1234;cold;7;danger;9;true;10;blue;11;hot;1234;danger;7;safe;10;cold;10;safe;10;false;9;none;23445;none;45.5;danger;10;none;10
852;none;11;true;9;none;0.55;false;20.7;true;23;none;10;hot;23445;false;45.5;true;7;none;23445;safe;23;hot;1234;false;10;red;20.7;false;0.55;false;20.7;false;10;none;20.7;safe;9;blue;9;blue;7;false;7;blue;23445;danger;10;red;1234
853;medium;45.5;false;9;medium;11;true;0.55;hot;20.7;danger;20.7;true;23445;medium;45.5;hot;9;danger;23;true;23445;none;20.7;true;1234;blue;1234;medium;9;danger;23;safe;1234;medium;10;hot;0.55;true;23445;hot;1234;safe;0.55;cold;7;danger;9;cold;9
854;hot;10;none;1234;blue;7;danger;7;medium;10;safe;10;cold;23445;safe;23445;danger;23;red;0.55;none;0.55;true;10;cold;23;none;23;cold;45.5;cold;23;false;20.7;danger;11;false;0.55;true;23;true;23445;true;23;hot;10;none;10;red;1234
855;medium;7;safe;23445;medium;10;true;10;none;23445;false;1234;false;20.7;false;0.55;hot;7;blue;7;safe;1234;medium;9;false;9;cold;1234;false;10;none;9;danger;9;true;0.55;false;23445;false;45.5;hot;7;true;11;hot;20.7;danger;11;danger;7
856;true;1234;red;11;false;0.55;safe;23;hot;0.55;true;23445;danger;10;false;1234;danger;45.5;medium;45.5;safe;23445;false;23;false;20.7;false;23;blue;11;safe;1234;blue;1234;true;9;cold;7;blue;9;blue;9;blue;7;none;10;medium;20.7;cold;45.5
857;medium;23;blue;23445;false;20.7;blue;0.55;safe;23445;none;45.5;hot;45.5;danger;11;false;7;medium;9;true;1234;danger;0.55;safe;45.5;false;9;true;0.55;danger;45.5;medium;0.55;red;20.7;blue;7;medium;11;false;11;true;1234;danger;1234;red;23445;true;11
858;danger;1234;none;10;hot;7;danger;20.7;blue;11;danger;45.5;cold;7;none;20.7;safe;7;safe;23445;medium;45.5;cold;23445;safe;45.5;cold;9;red;7;hot;23;cold;0.55;blue;10;safe;0.55;true;1234;none;11;red;45.5;hot;20.7;medium;45.5;red;10
859;cold;0.55;hot;20.7;blue;7;blue;10;medium;10;danger;45.5;hot;45.5;blue;11;cold;23;false;23445;hot;10;medium;10;true;45.5;none;9;cold;20.7;medium;9;cold;45.5;medium;11;red;23;false;9;true;45.5;true;0.55;red;23;true;9;danger;9
860;hot;7;none;9;false;7;true;20.7;hot;1234;none;23445;medium;11;hot;10;medium;10;red;23445;hot;11;hot;45.5;red;11;danger;45.5;red;11;false;23445;medium;1234;safe;23445;hot;9;none;10;none;0.55;medium;23;blue;1234;none;45.5;medium;11
